Signrt	Part	KeyType	Signup	ProdSubarea	GuideTime	Neighborhood	LowIncome	Minority	ZoneFare	AnnRides	AnnRevHrs	AnnFareRev	AnnOpCost	AnnPassMiles	AnnSeatMiles	AnnTrips	AnnPlatHrs	AnnPlatMile	AnnRevMile	AnnSeats	RidesPerRevHr	FR/OE	PassMilesPerRevHrs	PassMilesPerSeatMile	RidesPerTrip	RevHrsPerPlatHr	RidesPerPlatHr	SeatsPerTrip	PassMilesPerPlatMile	AverageLoad
164	 		2010.3	SOUTH	OffPeak	Kent	Yes	Yes	One-Zone	239,875	3,811	$192,787	$583,756	1,039,340	2,710,023	7,368	4,806	65,900	64,524	309,456	62.95	33%	272.75	0.38	32.56	0.79	49.91	42.0	15.77	16.11
164	 		2010.3	SOUTH	Peak	Kent	Yes	Yes	One-Zone	184,444	3,162	$165,778	$537,879	672,104	2,155,495	5,865	4,339	64,311	51,321	246,330	58.33	31%	212.56	0.31	31.45	0.73	42.51	42.0	10.45	13.10
166	 		2010.3	SOUTH	Night	Kent	Yes	Yes	One-Zone	108,169	4,023	$66,859	$756,436	399,312	2,725,125	6,632	6,152	89,790	68,989	261,996	26.89	9%	99.26	0.15	16.31	0.65	17.58	39.5	4.45	5.79
166	 		2010.3	SOUTH	OffPeak	Kent	Yes	Yes	One-Zone	294,286	6,300	$181,898	$1,062,405	1,393,864	4,322,410	9,892	9,001	109,697	102,915	415,464	46.71	17%	221.25	0.32	29.75	0.70	32.69	42.0	12.71	13.54
166	 		2010.3	SOUTH	Peak	Kent	Yes	Yes	One-Zone	182,466	4,322	$171,208	$669,524	835,635	2,609,568	6,120	5,678	69,694	63,648	250,920	42.22	26%	193.33	0.32	29.81	0.76	32.14	41.0	11.99	13.13
167	 		2010.3	SOUTH	Peak	South Renton P&R	Yes	Yes	Two-Zone	83,843	2,258	$121,512	$567,739	1,156,743	2,853,359	2,127	3,797	68,466	45,012	134,826	37.14	21%	512.34	0.41	39.42	0.59	22.08	63.4	16.90	25.70
168	 		2010.3	SOUTH	Night	Four Corners	Yes	Yes	One-Zone	94,419	4,223	$66,924	$813,312	413,655	3,096,566	5,809	6,301	109,304	78,643	228,678	22.36	8%	97.95	0.13	16.25	0.67	14.98	39.4	3.78	5.26
168	 		2010.3	SOUTH	OffPeak	Four Corners	Yes	Yes	One-Zone	231,857	6,827	$164,340	$1,105,119	1,102,313	4,945,461	8,702	8,781	137,545	117,749	365,484	33.96	15%	161.48	0.22	26.64	0.78	26.40	42.0	8.01	9.36
168	 		2010.3	SOUTH	Peak	Four Corners	Yes	Yes	One-Zone	139,573	4,620	$114,199	$729,199	586,704	3,187,939	5,610	5,827	89,439	75,903	235,620	30.21	16%	127.00	0.18	24.88	0.79	23.95	42.0	6.56	7.73
169	 		2010.3	SOUTH	Night	Kent	Yes	Yes	One-Zone	231,658	6,060	$161,002	$1,088,501	901,108	4,453,097	8,432	8,830	122,616	101,880	368,582	38.23	15%	148.71	0.20	27.47	0.69	26.24	43.7	7.35	8.84
169	 		2010.3	SOUTH	OffPeak	Kent	Yes	Yes	One-Zone	487,768	8,197	$338,999	$1,288,096	1,885,383	5,409,034	10,664	10,859	135,197	128,787	447,888	59.51	26%	230.01	0.35	45.74	0.75	44.92	42.0	13.95	14.64
169	 		2010.3	SOUTH	Peak	Kent	Yes	Yes	One-Zone	318,010	5,415	$200,601	$798,287	1,340,560	3,193,294	6,120	6,673	82,204	73,960	264,180	58.73	25%	247.59	0.42	51.96	0.81	47.66	43.2	16.31	18.13
173	 		2010.3	SOUTH	Peak	Federal Way TC	Yes	Yes	Two-Zone	11,610	820	$18,744	$198,760	136,170	618,273	1,020	1,381	35,129	20,609	30,600	14.15	9%	166.01	0.22	11.38	0.59	8.41	30.0	3.88	6.61
175	 		2010.3	SOUTH	Peak	West Federal Way	Yes	Yes	Two-Zone	47,675	2,388	$87,565	$566,961	693,304	2,494,898	1,976	3,874	91,313	55,733	88,426	19.97	15%	290.37	0.28	24.13	0.62	12.31	44.8	7.59	12.44
177	 		2010.3	SOUTH	Night	Federal Way	Yes	Yes	Two-Zone	30,422	984	$29,138	$300,675	570,653	1,675,114	1,267	1,734	48,208	29,913	70,952	30.92	10%	579.94	0.34	24.01	0.57	17.54	56.0	11.84	19.08
177	 		2010.3	SOUTH	Peak	Federal Way	Yes	Yes	Two-Zone	220,604	5,292	$516,021	$1,913,981	3,922,325	9,352,742	6,542	10,904	293,785	154,009	397,396	41.69	27%	741.17	0.42	33.72	0.49	20.23	60.7	13.35	25.47
179	 		2010.3	SOUTH	Peak	Twin Lakes	Yes	Yes	Two-Zone	123,345	3,904	$251,166	$1,128,005	2,409,666	4,919,594	3,785	7,163	195,236	106,018	175,624	31.59	22%	617.17	0.49	32.59	0.55	17.22	46.4	12.34	22.73
180	 		2010.3	SOUTH	Night	Auburn	Yes	Yes	One-Zone	129,060	4,544	$105,223	$869,851	785,217	3,489,404	3,911	6,716	112,553	80,855	170,912	28.40	12%	172.82	0.23	33.00	0.68	19.22	43.7	6.98	9.71
180	 		2010.3	SOUTH	OffPeak	Auburn	Yes	Yes	One-Zone	609,963	15,836	$497,303	$2,433,723	3,293,648	10,869,779	11,394	20,122	271,338	258,804	478,548	38.52	20%	207.98	0.30	53.53	0.79	30.31	42.0	12.14	12.73
180	 		2010.3	SOUTH	Peak	Auburn	Yes	Yes	One-Zone	396,176	8,832	$388,015	$1,389,918	2,128,434	5,830,952	6,120	11,275	163,674	138,832	257,040	44.86	28%	241.00	0.37	64.73	0.78	35.14	42.0	13.00	15.33
180	 	TB	2010.3	SOUTH	Night	Auburn	Yes	Yes	One-Zone	127,828	4,666	$104,218	$1,049,040	539,329	3,176,568	7,033	8,441	123,856	74,281	302,680	27.40	10%	115.59	0.17	18.18	0.55	15.14	43.0	4.35	7.26
181	 		2010.3	SOUTH	Night	Green River CC	Yes	No	One-Zone	153,431	5,423	$122,760	$1,114,095	601,974	3,817,627	6,301	8,551	152,062	94,134	255,462	28.30	11%	111.01	0.16	24.35	0.63	17.94	40.5	3.96	6.39
181	 		2010.3	SOUTH	OffPeak	Green River CC	Yes	No	One-Zone	366,362	9,789	$293,126	$1,560,760	1,747,534	6,740,617	10,728	12,827	177,105	160,491	450,576	37.42	19%	178.52	0.26	34.15	0.76	28.56	42.0	9.87	10.89
181	 		2010.3	SOUTH	Peak	Green River CC	Yes	No	One-Zone	246,839	5,883	$173,009	$890,896	1,154,674	3,840,147	6,112	7,166	107,377	91,432	256,704	41.96	19%	196.26	0.30	40.39	0.82	34.45	42.0	10.75	12.63
182	 		2010.3	SOUTH	Night	Federal Way	Yes	Yes	One-Zone	25,598	1,095	$16,967	$252,049	96,986	656,463	2,907	2,038	32,189	21,882	87,210	23.37	7%	88.56	0.15	8.81	0.54	12.56	30.0	3.01	4.43
182	 		2010.3	SOUTH	OffPeak	Federal Way	Yes	Yes	One-Zone	81,875	2,059	$54,266	$418,385	298,871	1,241,220	5,480	3,594	44,354	41,374	164,400	39.76	13%	145.14	0.24	14.94	0.57	22.78	30.0	6.74	7.22
182	 		2010.3	SOUTH	Peak	Federal Way	Yes	Yes	One-Zone	69,923	1,972	$50,568	$439,402	239,164	1,164,024	5,100	3,549	56,322	38,801	153,000	35.46	12%	121.28	0.21	13.71	0.56	19.70	30.0	4.25	6.16
183	 		2010.3	SOUTH	OffPeak	Kent	Yes	Yes	One-Zone	107,500	3,096	$83,517	$569,291	559,670	1,601,222	5,120	4,679	69,458	53,374	153,600	34.73	15%	180.79	0.35	21.00	0.66	22.97	30.0	8.06	10.49
183	 		2010.3	SOUTH	Peak	Kent	Yes	Yes	One-Zone	104,395	3,021	$103,216	$584,442	504,900	1,539,258	4,582	4,570	79,856	48,128	146,544	34.55	18%	167.12	0.33	22.78	0.66	22.84	32.0	6.32	10.49
186	 		2010.3	SOUTH	Night	Enumclaw	Yes	No	One-Zone	22,084	1,077	$18,520	$360,701	114,274	1,101,524	2,092	2,358	67,739	32,168	71,940	20.50	5%	106.06	0.10	10.56	0.46	9.36	34.4	1.69	3.55
186	 		2010.3	SOUTH	OffPeak	Enumclaw	Yes	No	One-Zone	38,617	1,419	$32,384	$271,959	277,205	1,606,018	2,612	1,981	41,759	40,788	102,840	27.22	12%	195.36	0.17	14.78	0.72	19.49	39.4	6.64	6.80
186	 		2010.3	SOUTH	Peak	Enumclaw	Yes	No	One-Zone	48,066	1,798	$56,074	$387,592	302,293	1,961,582	3,299	2,689	65,380	51,224	126,318	26.73	14%	168.13	0.15	14.57	0.67	17.87	38.3	4.62	5.90
187	 		2010.3	SOUTH	Night	Federal Way	No	Yes	One-Zone	49,262	1,741	$32,149	$321,957	150,262	945,911	5,477	2,506	45,333	31,530	164,310	28.29	10%	86.29	0.16	8.99	0.69	19.66	30.0	3.31	4.77
187	 		2010.3	SOUTH	OffPeak	Federal Way	No	Yes	One-Zone	69,180	1,630	$45,147	$227,633	260,482	902,772	5,144	1,801	30,793	30,092	154,320	42.44	20%	159.79	0.29	13.45	0.91	38.41	30.0	8.46	8.66
187	 		2010.3	SOUTH	Peak	Federal Way	No	Yes	One-Zone	68,474	1,611	$53,287	$245,697	226,695	873,936	4,845	1,959	32,574	29,131	145,350	42.51	22%	140.74	0.26	14.13	0.82	34.95	30.0	6.96	7.78
190	 		2010.3	SOUTH	Peak	Star Lake P&R	No	Yes	Two-Zone	86,136	2,359	$205,012	$763,968	1,123,028	3,613,444	2,765	4,601	108,027	58,481	170,904	36.52	27%	476.11	0.31	31.15	0.51	18.72	61.8	10.40	19.20
192	 		2010.3	SOUTH	Peak	Federal Way	No	Yes	Two-Zone	43,407	1,787	$112,372	$572,380	507,708	2,100,172	2,223	3,828	93,786	46,026	101,270	24.30	20%	284.17	0.24	19.53	0.47	11.34	45.6	5.41	11.03
193	 	EX	2010.3	SOUTH	Peak	Star Lake P&R	No	Yes	Two-Zone	128,869	2,950	$288,056	$864,180	1,813,458	3,795,514	3,060	5,415	127,916	69,610	166,515	43.69	33%	614.84	0.48	42.11	0.54	23.80	54.4	14.18	26.05
196	 		2010.3	SOUTH	Peak	Federal Way S P&R	No	Yes	Two-Zone	75,135	2,750	$186,962	$947,065	1,332,936	3,946,136	3,211	5,944	160,706	81,922	154,622	27.32	20%	484.71	0.34	23.40	0.46	12.64	48.2	8.29	16.27
197	 		2010.3	SOUTH	OffPeak	Federal Way	No	Yes	Two-Zone	15,351	693	$13,521	$249,840	290,914	1,117,624	543	1,404	37,438	17,463	34,752	22.14	5%	419.64	0.26	28.27	0.49	10.93	64.0	7.77	16.66
197	 		2010.3	SOUTH	Peak	Federal Way	No	Yes	Two-Zone	139,865	4,052	$205,896	$1,320,072	2,686,293	6,282,614	3,093	7,349	199,851	98,927	196,422	34.52	16%	662.94	0.43	45.22	0.55	19.03	63.5	13.44	27.15
200	 		2010.3	EAST	Night	Issaquah	No	No	One-Zone	4,747	816	$0	$154,539	11,122	185,574	1,530	1,322	19,699	10,310	27,540	5.82	0%	13.63	0.06	3.10	0.62	3.59	18.0	0.56	1.08
200	 		2010.3	EAST	OffPeak	Issaquah	No	No	One-Zone	41,242	2,737	$0	$450,637	99,884	673,032	5,610	3,872	56,539	37,391	100,980	15.07	0%	36.49	0.15	7.35	0.71	10.65	18.0	1.77	2.67
200	 		2010.3	EAST	Peak	Issaquah	No	No	One-Zone	41,956	2,754	$0	$398,232	82,658	651,826	5,355	3,613	40,122	36,213	96,390	15.23	0%	30.01	0.13	7.83	0.76	11.61	18.0	2.06	2.28
201	 		2010.3	EAST	Peak	Mercer Island	No	No	One-Zone	1,811	259	$1,120	$57,866	6,817	106,437	741	449	9,757	5,913	13,338	6.98	2%	26.29	0.06	2.44	0.58	4.04	18.0	0.70	1.15
202	 		2010.3	EAST	Peak	Mercer Island	No	No	Two-Zone	60,643	2,419	$100,487	$611,922	293,642	1,768,710	4,789	5,078	67,458	42,112	201,138	25.07	16%	121.40	0.17	12.66	0.48	11.94	42.0	4.35	6.97
203	 		2010.3	EAST	OffPeak	Mercer Island	No	No	One-Zone	49,289	1,487	$54,272	$264,478	91,357	504,986	10,888	2,276	33,015	28,055	195,984	33.15	21%	61.44	0.18	4.53	0.65	21.66	18.0	2.77	3.26
204	 		2010.3	EAST	OffPeak	Mercer Island	No	No	One-Zone	62,029	2,869	$57,426	$509,032	161,205	912,176	11,012	4,462	59,296	50,676	198,216	21.62	11%	56.19	0.18	5.63	0.64	13.90	18.0	2.72	3.18
205	 	EX	2010.3	EAST	Peak	Mercer Island	No	No	Two-Zone	52,047	1,645	$99,257	$365,321	266,294	1,037,339	1,743	2,824	48,910	25,429	71,250	31.64	27%	161.88	0.26	29.86	0.58	18.43	40.9	5.44	10.47
209	 		2010.3	EAST	Night	North Bend	No	No	One-Zone	14,430	1,992	$12,971	$471,828	152,720	1,027,518	2,443	3,494	87,133	54,759	45,846	7.24	3%	76.68	0.15	5.91	0.57	4.13	18.8	1.75	2.79
209	 		2010.3	EAST	OffPeak	North Bend	No	No	One-Zone	37,412	3,050	$33,629	$522,948	312,767	1,729,438	3,590	3,983	86,388	80,537	77,100	12.27	6%	102.54	0.18	10.42	0.77	9.39	21.5	3.62	3.88
209	 		2010.3	EAST	Peak	North Bend	No	No	One-Zone	29,194	2,720	$29,802	$437,497	213,137	1,235,490	3,060	3,434	71,630	68,638	55,080	10.73	7%	78.36	0.17	9.54	0.79	8.50	18.0	2.98	3.11
210	 		2010.3	EAST	Peak	Issaquah	No	Yes	Two-Zone	45,556	2,137	$98,214	$572,815	407,155	1,854,353	2,223	4,285	82,004	44,151	93,366	21.32	17%	190.57	0.22	20.49	0.50	10.63	42.0	4.97	9.22
211	 	EX	2010.3	EAST	Peak	South Bellevue P&R	No	No	Two-Zone	62,884	1,998	$116,914	$537,224	337,110	1,286,501	2,550	4,212	71,709	35,789	91,800	31.48	22%	168.77	0.26	24.66	0.47	14.93	36.0	4.70	9.42
212	 		2010.3	EAST	Night	Eastgate	Yes	Yes	Two-Zone	24,788	538	$23,999	$214,479	219,088	818,614	1,259	1,408	29,104	14,114	73,022	46.10	11%	407.43	0.27	19.69	0.38	17.61	58.0	7.53	15.52
212	 		2010.3	EAST	Peak	Eastgate	Yes	Yes	Two-Zone	291,890	3,644	$671,974	$1,166,733	2,470,107	5,540,642	8,518	7,805	153,780	95,528	494,044	80.11	58%	677.90	0.45	34.27	0.47	37.40	58.0	16.06	25.86
213	 		2010.3	EAST	OffPeak	Mercer Island	No	No	One-Zone	13,718	595	$8,190	$74,052	21,025	205,444	5,028	595	11,414	11,414	90,504	23.05	11%	35.33	0.10	2.73	1.00	23.05	18.0	1.84	1.84
214	 	TB	2010.3	EAST	Peak	Issaquah	No	No	Two-Zone	165,532	3,918	$403,104	$1,273,611	1,725,033	5,104,424	5,291	8,278	191,620	97,681	276,566	42.25	32%	440.32	0.34	31.29	0.47	20.00	52.3	9.00	17.66
215	 		2010.3	EAST	Peak	North Bend	No	No	Two-Zone	107,653	3,321	$256,608	$1,075,874	1,753,282	5,159,647	2,534	6,222	181,260	94,442	138,382	32.42	24%	528.00	0.34	42.48	0.53	17.30	54.6	9.67	18.56
216	 		2010.3	EAST	Peak	Sammamish	No	No	Two-Zone	126,733	3,547	$284,089	$959,496	1,665,010	5,014,649	3,012	6,148	134,844	86,459	174,696	35.73	30%	469.42	0.33	42.08	0.58	20.61	58.0	12.35	19.26
217	 		2010.3	WEST	Peak	Seattle CBD	Yes	Yes	Two-Zone	52,169	1,258	$85,376	$268,617	377,806	1,621,280	1,530	1,942	30,906	27,953	88,740	41.47	32%	300.32	0.23	34.10	0.65	26.86	58.0	12.22	13.52
218	 		2010.3	EAST	OffPeak	Issaquah	No	Yes	Two-Zone	57,120	557	$55,972	$280,917	675,500	1,170,776	1,020	1,675	43,368	20,186	59,160	102.60	20%	1213.29	0.58	56.00	0.33	34.11	58.0	15.58	33.46
218	 		2010.3	EAST	Peak	Issaquah	No	Yes	Two-Zone	318,065	3,424	$841,378	$1,487,610	4,165,977	7,195,478	6,279	8,601	237,895	124,060	364,182	92.89	57%	1216.67	0.58	50.66	0.40	36.98	58.0	17.51	33.58
219	 		2010.3	EAST	Peak	Newcastle	No	Yes	One-Zone	13,217	2,149	$18,652	$392,150	45,819	815,752	2,964	3,219	56,931	45,320	53,352	6.15	5%	21.32	0.06	4.46	0.67	4.11	18.0	0.80	1.01
221	 		2010.3	EAST	Night	Redmond	No	Yes	One-Zone	65,225	5,164	$60,940	$893,074	237,370	2,693,672	6,614	7,430	105,111	89,789	198,420	12.63	7%	45.97	0.09	9.86	0.70	8.78	30.0	2.26	2.64
221	 		2010.3	EAST	OffPeak	Redmond	No	Yes	One-Zone	173,270	8,034	$161,887	$1,227,468	797,614	3,913,368	9,226	10,444	134,464	130,446	276,780	21.57	13%	99.28	0.20	18.78	0.77	16.59	30.0	5.93	6.11
221	 		2010.3	EAST	Peak	Redmond	No	Yes	One-Zone	122,960	5,279	$159,996	$778,867	536,341	2,330,726	5,610	6,804	77,691	77,691	168,300	23.29	21%	101.61	0.23	21.92	0.78	18.07	30.0	6.90	6.90
222	 		2010.3	EAST	Night	Overlake	No	Yes	One-Zone	23,567	2,189	$21,006	$397,504	82,962	1,151,982	4,044	3,352	44,855	38,399	121,320	10.76	5%	37.89	0.07	5.83	0.65	7.03	30.0	1.85	2.16
222	 		2010.3	EAST	OffPeak	Overlake	No	Yes	One-Zone	108,412	5,233	$96,627	$840,842	460,998	2,661,714	9,314	7,206	89,890	88,724	279,420	20.72	11%	88.10	0.17	11.64	0.73	15.04	30.0	5.13	5.20
222	 		2010.3	EAST	Peak	Overlake	No	Yes	One-Zone	84,522	3,625	$82,553	$525,074	256,352	1,677,492	5,865	4,446	58,477	55,916	175,950	23.31	16%	70.71	0.15	14.41	0.82	19.01	30.0	4.38	4.58
224	 		2010.3	EAST	Night	Fall City	No	No	One-Zone	10,146	1,544	$9,113	$351,308	70,302	889,804	1,753	2,594	65,954	49,434	31,554	6.57	3%	45.52	0.08	5.79	0.60	3.91	18.0	1.07	1.42
224	 		2010.3	EAST	OffPeak	Fall City	No	No	One-Zone	11,648	1,582	$10,462	$330,648	119,331	903,177	1,777	2,505	58,765	50,177	31,986	7.36	3%	75.43	0.13	6.55	0.63	4.65	18.0	2.03	2.38
225	 		2010.3	EAST	Peak	Overlake	Yes	Yes	Two-Zone	63,313	1,352	$145,165	$325,649	526,955	1,655,297	1,530	2,202	42,210	28,540	88,740	46.85	45%	389.90	0.32	41.38	0.61	28.76	58.0	12.48	18.46
229	 		2010.3	EAST	Peak	Overlake	No	Yes	Two-Zone	79,779	1,709	$180,217	$467,045	782,085	2,087,756	2,040	3,226	58,421	35,996	118,320	46.70	39%	457.76	0.37	39.11	0.53	24.73	58.0	13.39	21.73
230	E		2010.3	EAST	Night	Redmond P&R	No	Yes	One-Zone	137,427	3,599	$124,935	$659,401	379,476	2,728,772	6,195	5,352	77,819	65,714	257,226	38.18	19%	105.44	0.14	22.18	0.67	25.68	41.5	4.88	5.77
230	E		2010.3	EAST	OffPeak	Redmond P&R	No	Yes	One-Zone	252,717	5,968	$229,745	$1,121,902	649,955	4,279,534	9,586	9,727	106,921	101,894	402,612	42.35	20%	108.91	0.15	26.36	0.61	25.98	42.0	6.08	6.38
230	E		2010.3	EAST	Peak	Redmond P&R	No	Yes	One-Zone	218,396	4,212	$248,774	$675,401	646,884	2,732,335	6,120	5,665	72,032	65,056	257,040	51.85	37%	153.59	0.24	35.69	0.74	38.55	42.0	8.98	9.94
230	W		2010.3	EAST	Night	Kingsgate P&R	No	No	One-Zone	70,571	3,443	$64,156	$647,449	250,911	2,542,315	5,835	5,483	66,943	60,531	245,070	20.49	10%	72.87	0.10	12.09	0.63	12.87	42.0	3.75	4.15
230	W		2010.3	EAST	OffPeak	Kingsgate P&R	No	No	One-Zone	177,240	5,894	$161,129	$989,196	507,250	3,906,867	8,882	8,554	95,167	93,021	373,044	30.07	16%	86.06	0.13	19.95	0.69	20.72	42.0	5.33	5.45
230	W		2010.3	EAST	Peak	Kingsgate P&R	No	No	One-Zone	157,642	4,263	$179,570	$684,798	572,602	2,743,259	6,120	5,691	75,182	65,316	257,040	36.98	26%	134.33	0.21	25.76	0.75	27.70	42.0	7.62	8.77
232	 		2010.3	EAST	Peak	Duvall	No	Yes	One-Zone	75,228	3,039	$116,162	$743,044	489,967	3,055,147	4,534	5,290	117,194	72,742	190,428	24.75	16%	161.22	0.16	16.59	0.57	14.22	42.0	4.18	6.74
233	 		2010.3	EAST	Night	Bellevue	No	No	One-Zone	14,809	797	$13,485	$166,320	48,868	393,123	1,379	1,437	17,289	13,104	41,370	18.57	8%	61.29	0.12	10.74	0.55	10.31	30.0	2.83	3.73
233	 		2010.3	EAST	OffPeak	Bellevue	No	No	One-Zone	121,648	4,221	$110,773	$627,769	482,090	2,087,856	7,160	5,312	70,060	69,595	214,800	28.82	18%	114.21	0.23	16.99	0.79	22.90	30.0	6.88	6.93
233	 		2010.3	EAST	Peak	Bellevue	No	No	One-Zone	99,021	3,421	$120,132	$519,009	304,495	1,556,393	5,355	4,344	59,984	51,880	160,650	28.94	23%	89.00	0.20	18.49	0.79	22.80	30.0	5.08	5.87
234	 		2010.3	EAST	Night	Northshore P&R	No	No	One-Zone	41,773	3,630	$38,619	$655,396	270,140	1,887,819	4,131	5,312	83,188	62,927	123,930	11.51	6%	74.41	0.14	10.11	0.68	7.86	30.0	3.25	4.29
234	 		2010.3	EAST	OffPeak	Northshore P&R	No	No	One-Zone	145,768	8,244	$134,763	$1,280,254	800,011	4,102,434	8,540	10,885	140,463	136,085	257,448	17.68	11%	97.04	0.20	17.07	0.76	13.39	30.1	5.70	5.88
234	 		2010.3	EAST	Peak	Northshore P&R	No	No	One-Zone	127,591	5,797	$176,370	$856,511	728,790	2,681,861	5,610	7,289	93,786	89,395	168,300	22.01	21%	125.72	0.27	22.74	0.80	17.51	30.0	7.77	8.15
236	 		2010.3	EAST	Night	Woodinville	No	No	One-Zone	15,991	2,341	$14,282	$450,728	87,159	1,227,124	3,208	3,584	60,199	40,904	96,240	6.83	3%	37.24	0.07	4.98	0.65	4.46	30.0	1.45	2.13
236	 		2010.3	EAST	OffPeak	Woodinville	No	No	One-Zone	62,150	6,384	$55,506	$967,822	308,588	3,155,350	8,256	8,154	109,498	105,178	247,680	9.74	6%	48.34	0.10	7.53	0.78	7.62	30.0	2.82	2.93
236	 		2010.3	EAST	Peak	Woodinville	No	No	One-Zone	57,423	5,245	$57,199	$777,495	261,182	2,397,125	6,480	6,533	88,534	79,351	198,720	10.95	7%	49.80	0.11	8.86	0.80	8.79	30.7	2.95	3.29
237	 		2010.3	EAST	Peak	Woodinville	No	No	One-Zone	25,384	737	$45,843	$241,958	229,092	799,835	1,482	1,667	40,394	19,044	62,244	34.45	19%	310.89	0.29	17.13	0.44	15.22	42.0	5.67	12.03
238	 		2010.3	EAST	Night	Bothell	No	No	One-Zone	18,165	2,756	$16,405	$498,303	90,847	1,551,619	3,455	3,982	65,687	51,721	103,650	6.59	3%	32.97	0.06	5.26	0.69	4.56	30.0	1.38	1.76
238	 		2010.3	EAST	OffPeak	Bothell	No	No	One-Zone	88,147	6,837	$79,606	$1,035,809	448,483	3,720,091	8,256	8,477	127,976	124,003	247,680	12.89	8%	65.59	0.12	10.68	0.81	10.40	30.0	3.50	3.62
238	 		2010.3	EAST	Peak	Bothell	No	No	One-Zone	92,259	5,419	$111,422	$838,186	386,019	2,642,463	5,865	6,940	100,077	88,082	175,950	17.03	13%	71.24	0.15	15.73	0.78	13.29	30.0	3.86	4.38
240	 		2010.3	EAST	Night	Bellevue	No	Yes	One-Zone	136,134	6,161	$124,072	$1,134,561	423,755	4,442,029	6,414	9,466	123,032	105,763	269,388	22.10	11%	68.78	0.10	21.22	0.65	14.38	42.0	3.44	4.01
240	 		2010.3	EAST	OffPeak	Bellevue	No	Yes	One-Zone	329,398	9,948	$300,214	$1,563,411	1,515,881	6,774,353	9,678	13,060	168,907	161,294	406,476	33.11	19%	152.38	0.22	34.04	0.76	25.22	42.0	8.97	9.40
240	 		2010.3	EAST	Peak	Bellevue	No	Yes	One-Zone	266,807	6,577	$349,091	$1,013,891	946,768	4,172,118	6,045	8,361	113,932	99,336	253,890	40.57	34%	143.95	0.23	44.14	0.79	31.91	42.0	8.31	9.53
242	 		2010.3	WEST	OffPeak	North Seattle	No	No	Two-Zone	14,783	816	$13,127	$219,218	171,308	799,887	757	1,631	28,471	16,153	37,404	18.12	6%	210.01	0.21	19.53	0.50	9.06	49.4	6.02	10.61
242	 		2010.3	WEST	Peak	North Seattle	No	No	Two-Zone	77,578	2,799	$128,990	$630,326	792,904	2,670,329	2,510	4,333	90,054	53,870	124,496	27.72	20%	283.32	0.30	30.91	0.65	17.90	49.6	8.80	14.72
243	 		2010.3	WEST	Peak	Jackson Park	No	No	Two-Zone	51,347	1,181	$107,453	$302,280	379,960	850,461	1,235	2,235	44,327	20,249	51,870	43.46	36%	321.60	0.45	41.58	0.53	22.97	42.0	8.57	18.76
244	 	EX	2010.3	EAST	Peak	Kenmore	No	No	One-Zone	56,294	2,522	$81,966	$618,450	398,093	1,527,306	2,518	4,815	82,716	39,797	96,768	22.32	13%	157.84	0.26	22.36	0.52	11.69	38.4	4.81	10.00
245	 		2010.3	EAST	Night	Kirkland	No	Yes	One-Zone	133,887	6,930	$125,412	$1,294,338	409,408	4,948,543	8,304	10,666	146,295	119,215	344,592	19.32	10%	59.08	0.08	16.12	0.65	12.55	41.5	2.80	3.43
245	 		2010.3	EAST	OffPeak	Kirkland	No	Yes	One-Zone	374,789	11,957	$351,064	$2,066,741	1,240,964	8,004,908	13,334	17,589	210,300	190,828	559,332	31.34	17%	103.78	0.16	28.11	0.68	21.31	41.9	5.90	6.50
245	 		2010.3	EAST	Peak	Kirkland	No	Yes	One-Zone	303,522	10,739	$405,141	$1,742,194	1,083,138	6,524,165	10,670	14,843	176,568	155,337	448,140	28.26	23%	100.86	0.17	28.45	0.72	20.45	42.0	6.13	6.97
246	 		2010.3	EAST	OffPeak	Eastgate	No	Yes	One-Zone	30,710	2,725	$29,850	$501,381	60,825	835,144	4,746	4,411	57,031	45,255	89,748	11.27	6%	22.32	0.07	6.47	0.62	6.96	18.9	1.07	1.34
246	 		2010.3	EAST	Peak	Eastgate	No	Yes	One-Zone	46,212	2,795	$75,913	$456,651	131,579	799,457	4,574	4,043	51,117	44,414	82,332	16.53	17%	47.07	0.16	10.10	0.69	11.43	18.0	2.57	2.96
247	 		2010.3	EAST	Peak	Overlake P&R	No	Yes	One-Zone	15,151	1,490	$19,567	$329,197	97,837	1,132,085	1,235	2,392	50,445	28,566	48,906	10.17	6%	65.65	0.09	12.27	0.62	6.33	39.6	1.94	3.42
248	 		2010.3	EAST	Night	Kirkland	No	Yes	One-Zone	45,740	3,634	$40,809	$734,125	133,862	2,054,758	8,026	6,185	83,069	68,492	240,780	12.59	6%	36.84	0.07	5.70	0.59	7.40	30.0	1.61	1.95
248	 		2010.3	EAST	OffPeak	Kirkland	No	Yes	One-Zone	117,391	5,966	$104,736	$978,546	484,326	2,889,268	11,284	8,518	98,912	96,309	338,520	19.68	11%	81.18	0.17	10.40	0.70	13.78	30.0	4.90	5.03
248	 		2010.3	EAST	Peak	Kirkland	No	Yes	One-Zone	81,277	3,290	$86,032	$541,809	327,207	1,567,026	6,120	4,722	54,542	52,234	183,600	24.71	16%	99.47	0.21	13.28	0.70	17.21	30.0	6.00	6.26
249	 		2010.3	EAST	Night	Redmond P&R	No	No	One-Zone	16,727	1,367	$15,173	$249,819	63,977	697,304	1,977	2,136	26,904	23,243	59,310	12.24	6%	46.81	0.09	8.46	0.64	7.83	30.0	2.38	2.75
